split,machine,config,auc_source,auc_target,pauc,balance_ks,uniform_ks,separability
eval,HomeCamera,conf-soft-m30-k1,72.76,36.88,52.84,0.6364,0.3447,0.95
eval,HomeCamera,conf-soft-m100-k1,73.56,35.82,52.37,0.6552,0.3556,0.95
eval,HomeCamera,conf-soft-m300-k1,74.06,35.22,52.0,0.6624,0.359,0.95
eval,HomeCamera,ratio-soft-k1,69.74,38.92,52.47,0.5533,,0.95
eval,HomeCamera,zscore-soft-k1,69.34,39.44,52.74,0.5422,,0.95
eval,HomeCamera,conf-hard-m0-k1,65.2,47.14,52.89,0.419,0.2347,0.95
eval,HomeCamera,conf-hard-m10-k1,69.9,42.26,52.74,0.524,0.2951,0.95
eval,HomeCamera,conf-hard-m30-k1,72.08,39.34,52.58,0.6079,0.3331,0.95
eval,HomeCamera,conf-hard-m100-k1,73.22,36.76,52.53,0.6483,0.3525,0.95
eval,HomeCamera,conf-hard-m300-k1,73.86,35.6,52.05,0.6572,0.358,0.95
eval,HomeCamera,ratio-hard-k1,65.88,44.2,52.37,0.4628,,0.95
eval,HomeCamera,zscore-hard-k1,64.74,46.14,52.63,0.4655,,0.95
eval,HomeCamera,raw-k2,76.84,31.1,50.68,0.7529,,0.95
eval,HomeCamera,conf-soft-m0-k2,69.5,38.92,52.0,0.4907,0.2641,0.95
eval,HomeCamera,conf-soft-m10-k2,73.18,36.44,52.05,0.6636,0.3508,0.95
eval,HomeCamera,conf-soft-m30-k2,74.92,34.52,51.68,0.7158,0.3797,0.95
eval,HomeCamera,conf-soft-m100-k2,76.12,32.76,51.32,0.741,0.3954,0.95
eval,HomeCamera,conf-soft-m300-k2,76.48,31.82,50.95,0.7479,0.4003,0.95
eval,HomeCamera,ratio-soft-k2,70.12,37.36,51.84,0.5804,,0.95
eval,HomeCamera,zscore-soft-k2,70.56,36.98,51.84,0.5719,,0.95
eval,HomeCamera,conf-hard-m0-k2,63.66,47.4,52.79,0.3976,0.2206,0.95
eval,HomeCamera,conf-hard-m10-k2,70.6,41.66,52.47,0.5636,0.3119,0.95
eval,HomeCamera,conf-hard-m30-k2,73.34,38.32,52.37,0.6699,0.3635,0.95
eval,HomeCamera,conf-hard-m100-k2,75.48,34.48,51.89,0.722,0.3895,0.95
eval,HomeCamera,conf-hard-m300-k2,76.28,32.74,51.47,0.7416,0.398,0.95
eval,HomeCamera,ratio-hard-k2,62.84,46.56,52.53,0.3859,,0.95
eval,HomeCamera,zscore-hard-k2,63.88,45.72,52.53,0.4451,,0.95
eval,HomeCamera,raw-k4,78.62,29.08,50.32,0.7962,,0.95
eval,HomeCamera,conf-soft-m0-k4,69.66,38.02,51.16,0.5481,0.2929,0.95
eval,HomeCamera,conf-soft-m10-k4,74.42,34.72,51.32,0.7016,0.3684,0.95
eval,HomeCamera,conf-soft-m30-k4,76.48,32.78,51.16,0.7527,0.3986,0.95
eval,HomeCamera,conf-soft-m100-k4,77.64,31.34,51.05,0.78,0.4149,0.95
eval,HomeCamera,conf-soft-m300-k4,78.22,30.28,50.74,0.7873,0.4201,0.95
eval,HomeCamera,ratio-soft-k4,71.08,36.18,51.89,0.6469,,0.95
eval,HomeCamera,zscore-soft-k4,71.94,35.3,51.58,0.639,,0.95
eval,HomeCamera,conf-hard-m0-k4,63.3,47.86,53.11,0.3832,0.2155,0.95
eval,HomeCamera,conf-hard-m10-k4,69.96,41.46,52.42,0.6018,0.3297,0.95
eval,HomeCamera,conf-hard-m30-k4,74.3,37.42,52.37,0.701,0.3814,0.95
eval,HomeCamera,conf-hard-m100-k4,76.96,33.38,51.53,0.7598,0.4087,0.95
eval,HomeCamera,conf-hard-m300-k4,77.76,31.48,51.32,0.7804,0.4175,0.95
eval,HomeCamera,ratio-hard-k4,60.96,49.04,52.79,0.344,,0.95
eval,HomeCamera,zscore-hard-k4,63.22,46.46,52.68,0.4523,,0.95
eval,Polisher,raw-k1,75.22,40.4,51.74,0.5956,,0.8
eval,Polisher,conf-soft-m0-k1,69.3,52.94,52.95,0.5291,0.2817,0.8
eval,Polisher,conf-soft-m10-k1,71.74,48.18,53.21,0.5325,0.2991,0.8
eval,Polisher,conf-soft-m30-k1,73.28,44.38,52.32,0.5788,0.3228,0.8
eval,Polisher,conf-soft-m100-k1,74.34,42.0,51.79,0.5895,0.3302,0.8
eval,Polisher,conf-soft-m300-k1,74.98,41.14,51.84,0.5917,0.3309,0.8
eval,Polisher,ratio-soft-k1,70.76,50.54,52.68,0.5513,,0.8
eval,Polisher,zscore-soft-k1,71.0,49.68,52.05,0.5739,,0.8
eval,Polisher,conf-hard-m0-k1,69.52,54.92,54.05,0.5081,0.2766,0.8
eval,Polisher,conf-hard-m10-k1,71.96,49.94,54.05,0.5154,0.2929,0.8
eval,Polisher,conf-hard-m30-k1,73.3,46.0,53.89,0.5677,0.3195,0.8
eval,Polisher,conf-hard-m100-k1,74.32,42.6,52.47,0.5871,0.3296,0.8
eval,Polisher,conf-hard-m300-k1,74.86,41.3,52.32,0.5905,0.3307,0.8
eval,Polisher,ratio-hard-k1,69.24,54.68,54.05,0.5491,,0.8
eval,Polisher,zscore-hard-k1,69.86,53.1,54.05,0.5693,,0.8
eval,Polisher,raw-k2,74.74,39.5,51.63,0.6998,,0.8
eval,Polisher,conf-soft-m0-k2,67.82,53.92,52.42,0.5113,0.2787,0.8
eval,Polisher,conf-soft-m10-k2,71.06,48.16,52.21,0.6036,0.3373,0.8
eval,Polisher,conf-soft-m30-k2,72.58,44.24,51.37,0.6527,0.3627,0.8
eval,Polisher,conf-soft-m100-k2,73.74,41.48,51.47,0.6824,0.3766,0.8
eval,Polisher,conf-soft-m300-k2,74.28,40.24,51.26,0.6933,0.3808,0.8
eval,Polisher,ratio-soft-k2,69.68,51.24,52.21,0.5093,,0.8
eval,Polisher,zscore-soft-k2,70.06,49.62,51.32,0.5477,,0.8
eval,Polisher,conf-hard-m0-k2,67.72,55.96,53.32,0.4925,0.2703,0.8
eval,Polisher,conf-hard-m10-k2,70.94,50.14,53.32,0.5853,0.3311,0.8
eval,Polisher,conf-hard-m30-k2,72.62,45.82,53.32,0.6388,0.3572,0.8
eval,Polisher,conf-hard-m100-k2,73.74,42.32,52.26,0.6764,0.3745,0.8
eval,Polisher,conf-hard-m300-k2,74.32,40.62,51.84,0.6909,0.3799,0.8
eval,Polisher,ratio-hard-k2,67.12,57.14,53.32,0.5063,,0.8
eval,Polisher,zscore-hard-k2,68.48,54.56,53.32,0.5376,,0.8
eval,Polisher,raw-k4,73.36,36.54,50.84,0.7055,,0.8
eval,Polisher,conf-soft-m0-k4,66.4,52.7,51.68,0.5218,0.2889,0.8
eval,Polisher,conf-soft-m10-k4,69.52,46.28,51.63,0.6337,0.3527,0.8
eval,Polisher,conf-soft-m30-k4,71.24,42.32,51.42,0.6788,0.3744,0.8
eval,Polisher,conf-soft-m100-k4,72.46,38.92,51.47,0.6974,0.3854,0.8
eval,Polisher,conf-soft-m300-k4,72.96,37.7,51.47,0.7024,0.3877,0.8
eval,Polisher,ratio-soft-k4,68.48,49.4,52.16,0.542,,0.8
eval,Polisher,zscore-soft-k4,69.18,47.64,51.47,0.5527,,0.8
eval,Polisher,conf-hard-m0-k4,65.94,55.68,52.89,0.4756,0.2645,0.8
eval,Polisher,conf-hard-m10-k4,69.46,49.46,52.89,0.6121,0.3437,0.8
eval,Polisher,conf-hard-m30-k4,71.14,44.32,52.89,0.6608,0.3682,0.8
eval,Polisher,conf-hard-m100-k4,72.46,39.96,51.89,0.6899,0.3823,0.8
eval,Polisher,conf-hard-m300-k4,72.98,38.36,51.74,0.7,0.3866,0.8
eval,Polisher,ratio-hard-k4,65.52,56.74,52.89,0.4733,,0.8
eval,Polisher,zscore-hard-k4,67.08,52.78,52.89,0.5285,,0.8
eval,ScrewFeeder,raw-k1,80.08,88.7,72.0,0.5465,,0.75
eval,ScrewFeeder,conf-soft-m0-k1,81.92,90.74,75.26,0.4349,0.2508,0.75
eval,ScrewFeeder,conf-soft-m10-k1,81.1,89.88,74.26,0.5103,0.2721,0.75
eval,ScrewFeeder,conf-soft-m30-k1,80.72,89.34,72.95,0.5285,0.2861,0.75
eval,ScrewFeeder,conf-soft-m100-k1,80.42,88.96,72.42,0.5386,0.2942,0.75
eval,ScrewFeeder,conf-soft-m300-k1,80.32,88.9,72.42,0.5432,0.2969,0.75
eval,ScrewFeeder,ratio-soft-k1,81.56,90.52,74.11,0.4541,,0.75
eval,ScrewFeeder,zscore-soft-k1,81.36,90.18,73.89,0.4529,,0.75
eval,ScrewFeeder,conf-hard-m0-k1,79.8,87.82,70.68,0.4414,0.2502,0.75
eval,ScrewFeeder,conf-hard-m10-k1,80.4,88.58,70.84,0.4727,0.2666,0.75
eval,ScrewFeeder,conf-hard-m30-k1,80.54,88.8,71.63,0.5143,0.2844,0.75
eval,ScrewFeeder,conf-hard-m100-k1,80.26,88.72,71.89,0.5343,0.2943,0.75
eval,ScrewFeeder,conf-hard-m300-k1,80.1,88.74,71.95,0.5408,0.2972,0.75
eval,ScrewFeeder,ratio-hard-k1,80.54,88.32,71.68,0.4436,,0.75
eval,ScrewFeeder,zscore-hard-k1,80.54,88.56,71.68,0.4905,,0.75
eval,ScrewFeeder,raw-k2,80.52,89.2,72.42,0.596,,0.75
eval,ScrewFeeder,conf-soft-m0-k2,82.48,91.32,75.05,0.4509,0.2517,0.75
eval,ScrewFeeder,conf-soft-m10-k2,81.98,90.46,73.84,0.556,0.2931,0.75
eval,ScrewFeeder,conf-soft-m30-k2,81.38,89.9,73.11,0.5778,0.3108,0.75
eval,ScrewFeeder,conf-soft-m100-k2,80.82,89.52,72.47,0.5889,0.3205,0.75
eval,ScrewFeeder,conf-soft-m300-k2,80.62,89.34,72.53,0.5929,0.3238,0.75
eval,ScrewFeeder,ratio-soft-k2,82.12,90.82,73.89,0.5293,,0.75
eval,ScrewFeeder,zscore-soft-k2,81.9,90.62,73.32,0.4994,,0.75
eval,ScrewFeeder,conf-hard-m0-k2,80.3,88.54,71.16,0.4457,0.2516,0.75
eval,ScrewFeeder,conf-hard-m10-k2,81.06,89.26,71.58,0.5032,0.2804,0.75
eval,ScrewFeeder,conf-hard-m30-k2,81.1,89.44,72.32,0.5675,0.3103,0.75
eval,ScrewFeeder,conf-hard-m100-k2,80.8,89.38,72.42,0.5853,0.3219,0.75
eval,ScrewFeeder,conf-hard-m300-k2,80.58,89.28,72.32,0.5925,0.3245,0.75
eval,ScrewFeeder,ratio-hard-k2,81.1,89.04,72.16,0.4234,,0.75
eval,ScrewFeeder,zscore-hard-k2,81.28,89.4,72.42,0.5073,,0.75
eval,ScrewFeeder,raw-k4,80.94,89.66,72.68,0.6481,,0.75
eval,ScrewFeeder,conf-soft-m0-k4,82.9,91.36,75.95,0.5012,0.2723,0.75
eval,ScrewFeeder,conf-soft-m10-k4,82.46,90.96,75.16,0.5947,0.3147,0.75
eval,ScrewFeeder,conf-soft-m30-k4,81.72,90.56,74.05,0.623,0.3338,0.75
eval,ScrewFeeder,conf-soft-m100-k4,81.2,90.02,73.16,0.6384,0.3439,0.75
eval,ScrewFeeder,conf-soft-m300-k4,81.1,89.8,72.89,0.6444,0.3471,0.75
eval,ScrewFeeder,ratio-soft-k4,82.46,91.22,74.26,0.5574,,0.75
eval,ScrewFeeder,zscore-soft-k4,82.16,91.08,74.0,0.5345,,0.75
eval,ScrewFeeder,conf-hard-m0-k4,80.76,89.34,71.63,0.4543,0.2503,0.75
eval,ScrewFeeder,conf-hard-m10-k4,81.56,89.88,72.32,0.5473,0.3014,0.75
eval,ScrewFeeder,conf-hard-m30-k4,81.52,90.0,72.95,0.6044,0.3298,0.75
eval,ScrewFeeder,conf-hard-m100-k4,81.4,89.96,73.42,0.6261,0.3426,0.75
eval,ScrewFeeder,conf-hard-m300-k4,81.06,89.84,72.89,0.6416,0.3467,0.75
eval,ScrewFeeder,ratio-hard-k4,81.66,89.94,72.63,0.4477,,0.75
eval,ScrewFeeder,zscore-hard-k4,81.78,90.2,73.05,0.4935,,0.75
eval,ToyPet,raw-k1,80.04,47.12,56.63,0.9166,,0.55
eval,ToyPet,conf-soft-m0-k1,68.04,63.14,57.89,0.8018,0.4124,0.55
eval,ToyPet,conf-soft-m10-k1,72.54,58.9,59.0,0.8802,0.4634,0.55
eval,ToyPet,conf-soft-m30-k1,75.88,55.16,58.42,0.8998,0.4748,0.55
eval,ToyPet,conf-soft-m100-k1,77.98,52.02,57.89,0.9111,0.4812,0.55
eval,ToyPet,conf-soft-m300-k1,79.14,50.04,57.32,0.9131,0.483,0.55
eval,ToyPet,ratio-soft-k1,75.52,56.18,58.95,0.8855,,0.55
eval,ToyPet,zscore-soft-k1,74.88,56.82,58.84,0.8739,,0.55
eval,ToyPet,conf-hard-m0-k1,72.66,63.48,57.0,0.8899,0.4723,0.55
eval,ToyPet,conf-hard-m10-k1,74.86,59.38,57.0,0.9099,0.4827,0.55
eval,ToyPet,conf-hard-m30-k1,76.62,56.16,57.0,0.9141,0.4845,0.55
eval,ToyPet,conf-hard-m100-k1,78.28,52.48,57.0,0.9164,0.4851,0.55
eval,ToyPet,conf-hard-m300-k1,79.14,51.12,56.95,0.9166,0.4848,0.55
eval,ToyPet,ratio-hard-k1,72.86,63.32,57.0,0.8992,,0.55
eval,ToyPet,zscore-hard-k1,72.72,63.92,57.0,0.9141,,0.55
eval,ToyPet,raw-k2,80.16,46.22,57.0,0.899,,0.55
eval,ToyPet,conf-soft-m0-k2,68.56,62.2,58.95,0.7879,0.4071,0.55
eval,ToyPet,conf-soft-m10-k2,72.7,58.44,59.16,0.8655,0.454,0.55
eval,ToyPet,conf-soft-m30-k2,75.74,55.28,59.37,0.882,0.4668,0.55
eval,ToyPet,conf-soft-m100-k2,78.06,51.94,58.42,0.8962,0.474,0.55
eval,ToyPet,conf-soft-m300-k2,79.14,49.58,58.05,0.8986,0.476,0.55
eval,ToyPet,ratio-soft-k2,75.96,54.94,59.68,0.864,,0.55
eval,ToyPet,zscore-soft-k2,75.34,55.4,59.53,0.8487,,0.55
eval,ToyPet,conf-hard-m0-k2,72.78,63.0,57.53,0.8776,0.4681,0.55
eval,ToyPet,conf-hard-m10-k2,75.12,59.48,57.53,0.8925,0.4757,0.55
eval,ToyPet,conf-hard-m30-k2,76.8,56.6,57.53,0.8962,0.4773,0.55
eval,ToyPet,conf-hard-m100-k2,78.26,52.78,57.53,0.8984,0.4779,0.55
eval,ToyPet,conf-hard-m300-k2,79.36,51.34,57.68,0.899,0.4775,0.55
eval,ToyPet,ratio-hard-k2,73.34,62.78,57.53,0.8909,,0.55
eval,ToyPet,zscore-hard-k2,73.2,63.48,57.53,0.898,,0.55
eval,ToyPet,raw-k4,79.32,45.56,57.16,0.8877,,0.55
eval,ToyPet,conf-soft-m0-k4,68.96,59.96,59.26,0.7794,0.4026,0.55
eval,ToyPet,conf-soft-m10-k4,72.9,56.22,59.26,0.8533,0.4484,0.55
eval,ToyPet,conf-soft-m30-k4,75.32,53.54,59.26,0.8721,0.4603,0.55
eval,ToyPet,conf-soft-m100-k4,77.44,50.82,58.32,0.881,0.4678,0.55
eval,ToyPet,conf-soft-m300-k4,78.4,48.62,57.58,0.8848,0.4696,0.55
eval,ToyPet,ratio-soft-k4,75.3,53.88,58.84,0.8455,,0.55
eval,ToyPet,zscore-soft-k4,74.72,53.78,58.53,0.8295,,0.55
eval,ToyPet,conf-hard-m0-k4,71.94,62.02,57.58,0.8683,0.4639,0.55
eval,ToyPet,conf-hard-m10-k4,74.58,58.82,57.58,0.8824,0.4698,0.55
eval,ToyPet,conf-hard-m30-k4,76.16,55.84,57.58,0.8853,0.4713,0.55
eval,ToyPet,conf-hard-m100-k4,77.54,52.4,57.68,0.8875,0.4717,0.55
eval,ToyPet,conf-hard-m300-k4,78.54,50.2,57.84,0.8877,0.4713,0.55
eval,ToyPet,ratio-hard-k4,72.66,61.7,57.58,0.8816,,0.55
eval,ToyPet,zscore-hard-k4,72.92,62.46,57.58,0.8875,,0.55
eval,ToyRCCar,raw-k1,63.42,56.64,52.26,0.4529,,0.599
eval,ToyRCCar,conf-soft-m0-k1,61.04,58.62,52.42,0.3889,0.2215,0.599
eval,ToyRCCar,conf-soft-m10-k1,62.24,57.72,52.37,0.4301,0.2462,0.599
eval,ToyRCCar,conf-soft-m30-k1,62.9,57.12,52.32,0.4426,0.2553,0.599
eval,ToyRCCar,conf-soft-m100-k1,63.18,56.8,52.21,0.4483,0.26,0.599
eval,ToyRCCar,conf-soft-m300-k1,63.28,56.78,52.21,0.4507,0.2614,0.599
eval,ToyRCCar,ratio-soft-k1,62.02,58.62,52.58,0.364,,0.599
eval,ToyRCCar,zscore-soft-k1,61.66,60.28,52.11,0.3453,,0.599
eval,ToyRCCar,conf-hard-m0-k1,62.28,58.34,52.26,0.4442,0.2533,0.599
eval,ToyRCCar,conf-hard-m10-k1,62.86,57.16,52.26,0.4533,0.2633,0.599
eval,ToyRCCar,conf-hard-m30-k1,63.22,57.0,52.26,0.4529,0.2633,0.599
eval,ToyRCCar,conf-hard-m100-k1,63.36,56.72,52.26,0.4529,0.2631,0.599
eval,ToyRCCar,conf-hard-m300-k1,63.42,56.72,52.26,0.4529,0.2628,0.599
eval,ToyRCCar,ratio-hard-k1,62.52,57.9,52.26,0.4444,,0.599
eval,ToyRCCar,zscore-hard-k1,62.18,58.78,52.26,0.4289,,0.599
eval,ToyRCCar,raw-k2,64.58,56.54,52.74,0.4646,,0.599
eval,ToyRCCar,conf-soft-m0-k2,62.54,59.12,52.84,0.3903,0.2246,0.599
eval,ToyRCCar,conf-soft-m10-k2,63.66,57.66,52.74,0.4347,0.2469,0.599
eval,ToyRCCar,conf-soft-m30-k2,64.08,57.16,52.79,0.4503,0.2559,0.599
eval,ToyRCCar,conf-soft-m100-k2,64.48,56.68,52.74,0.4586,0.2616,0.599
eval,ToyRCCar,conf-soft-m300-k2,64.58,56.6,52.74,0.4618,0.2635,0.599
eval,ToyRCCar,ratio-soft-k2,62.62,59.08,52.79,0.3513,,0.599
eval,ToyRCCar,zscore-soft-k2,62.56,59.88,52.68,0.3515,,0.599
eval,ToyRCCar,conf-hard-m0-k2,63.14,58.44,52.74,0.4432,0.2523,0.599
eval,ToyRCCar,conf-hard-m10-k2,64.0,57.48,52.74,0.4604,0.2649,0.599
eval,ToyRCCar,conf-hard-m30-k2,64.3,57.14,52.74,0.4632,0.2656,0.599
eval,ToyRCCar,conf-hard-m100-k2,64.52,56.72,52.74,0.4632,0.2653,0.599
eval,ToyRCCar,conf-hard-m300-k2,64.56,56.58,52.74,0.4632,0.265,0.599
eval,ToyRCCar,ratio-hard-k2,62.98,58.24,52.74,0.4497,,0.599
eval,ToyRCCar,zscore-hard-k2,62.7,58.74,52.74,0.4261,,0.599
eval,ToyRCCar,raw-k4,65.48,56.02,53.05,0.463,,0.599
eval,ToyRCCar,conf-soft-m0-k4,63.7,59.04,53.37,0.3848,0.2189,0.599
eval,ToyRCCar,conf-soft-m10-k4,64.84,57.48,53.16,0.4335,0.244,0.599
eval,ToyRCCar,conf-soft-m30-k4,65.28,56.92,53.11,0.4527,0.2531,0.599
eval,ToyRCCar,conf-soft-m100-k4,65.42,56.34,53.16,0.4592,0.2587,0.599
eval,ToyRCCar,conf-soft-m300-k4,65.46,56.2,53.0,0.4612,0.2606,0.599
eval,ToyRCCar,ratio-soft-k4,64.08,58.96,53.11,0.3451,,0.599
eval,ToyRCCar,zscore-soft-k4,63.38,59.42,53.11,0.3483,,0.599
eval,ToyRCCar,conf-hard-m0-k4,64.02,57.9,53.05,0.4406,0.2485,0.599
eval,ToyRCCar,conf-hard-m10-k4,64.72,57.16,53.05,0.4503,0.2574,0.599
eval,ToyRCCar,conf-hard-m30-k4,65.12,56.78,53.05,0.4566,0.2602,0.599
eval,ToyRCCar,conf-hard-m100-k4,65.42,56.32,53.05,0.4626,0.2613,0.599
eval,ToyRCCar,conf-hard-m300-k4,65.46,56.2,53.05,0.4626,0.2616,0.599
eval,ToyRCCar,ratio-hard-k4,63.72,57.72,53.05,0.4444,,0.599
eval,ToyRCCar,zscore-hard-k4,63.48,58.14,53.05,0.4287,,0.599
