split,machine,config,auc_source,auc_target,pauc,balance_ks
eval,HomeCamera,conf-soft-m300-k1,74.06,35.22,52.0,0.6624
eval,HomeCamera,ratio-soft-k1,69.74,38.92,52.47,0.5533
eval,HomeCamera,zscore-soft-k1,69.34,39.44,52.74,0.5422
eval,HomeCamera,conf-hard-m0-k1,65.2,47.14,52.89,0.419
eval,HomeCamera,conf-hard-m10-k1,69.9,42.26,52.74,0.524
eval,HomeCamera,conf-hard-m30-k1,72.08,39.34,52.58,0.6079
eval,HomeCamera,conf-hard-m100-k1,73.22,36.76,52.53,0.6483
eval,HomeCamera,conf-hard-m300-k1,73.86,35.6,52.05,0.6572
eval,HomeCamera,ratio-hard-k1,65.88,44.2,52.37,0.4628
eval,HomeCamera,zscore-hard-k1,64.74,46.14,52.63,0.4655
eval,HomeCamera,raw-k2,76.84,31.1,50.68,0.7529
eval,HomeCamera,conf-soft-m0-k2,69.5,38.92,52.0,0.4907
eval,HomeCamera,conf-soft-m10-k2,73.18,36.44,52.05,0.6636
eval,HomeCamera,conf-soft-m30-k2,74.92,34.52,51.68,0.7158
eval,HomeCamera,conf-soft-m100-k2,76.12,32.76,51.32,0.741
eval,HomeCamera,conf-soft-m300-k2,76.48,31.82,50.95,0.7479
eval,HomeCamera,ratio-soft-k2,70.12,37.36,51.84,0.5804
eval,HomeCamera,zscore-soft-k2,70.56,36.98,51.84,0.5719
eval,HomeCamera,conf-hard-m0-k2,63.66,47.4,52.79,0.3976
eval,HomeCamera,conf-hard-m10-k2,70.6,41.66,52.47,0.5636
eval,HomeCamera,conf-hard-m30-k2,73.34,38.32,52.37,0.6699
eval,HomeCamera,conf-hard-m100-k2,75.48,34.48,51.89,0.722
eval,HomeCamera,conf-hard-m300-k2,76.28,32.74,51.47,0.7416
eval,HomeCamera,ratio-hard-k2,62.84,46.56,52.53,0.3859
eval,HomeCamera,zscore-hard-k2,63.88,45.72,52.53,0.4451
eval,HomeCamera,raw-k4,78.62,29.08,50.32,0.7962
eval,HomeCamera,conf-soft-m0-k4,69.66,38.02,51.16,0.5481
eval,HomeCamera,conf-soft-m10-k4,74.42,34.72,51.32,0.7016
eval,HomeCamera,conf-soft-m30-k4,76.48,32.78,51.16,0.7527
eval,HomeCamera,conf-soft-m100-k4,77.64,31.34,51.05,0.78
eval,HomeCamera,conf-soft-m300-k4,78.22,30.28,50.74,0.7873
eval,HomeCamera,ratio-soft-k4,71.08,36.18,51.89,0.6469
eval,HomeCamera,zscore-soft-k4,71.94,35.3,51.58,0.639
eval,HomeCamera,conf-hard-m0-k4,63.3,47.86,53.11,0.3832
eval,HomeCamera,conf-hard-m10-k4,69.96,41.46,52.42,0.6018
eval,HomeCamera,conf-hard-m30-k4,74.3,37.42,52.37,0.701
eval,HomeCamera,conf-hard-m100-k4,76.96,33.38,51.53,0.7598
eval,HomeCamera,conf-hard-m300-k4,77.76,31.48,51.32,0.7804
eval,HomeCamera,ratio-hard-k4,60.96,49.04,52.79,0.344
eval,HomeCamera,zscore-hard-k4,63.22,46.46,52.68,0.4523
eval,HomeCamera,ldn-ratio-K1,63.38,48.06,52.37,0.5319
eval,HomeCamera,ldn-ratio-K16,51.16,55.46,52.74,0.3772
eval,HomeCamera,ldn-diff-K1,62.86,46.72,53.05,0.5723
eval,HomeCamera,ldn-diff-K16,56.56,48.68,51.58,0.6127
eval,HomeCamera,conf-soft-m0-ldnK1,65.64,48.04,52.26,0.5109
eval,HomeCamera,conf-soft-m30-ldnK1,65.44,47.7,52.32,0.5174
eval,Polisher,raw-k1,75.22,40.4,51.74,0.5956
eval,Polisher,conf-soft-m0-k1,69.3,52.94,52.95,0.5291
eval,Polisher,conf-soft-m10-k1,71.74,48.18,53.21,0.5325
eval,Polisher,conf-soft-m30-k1,73.28,44.38,52.32,0.5788
eval,Polisher,conf-soft-m100-k1,74.34,42.0,51.79,0.5895
eval,Polisher,conf-soft-m300-k1,74.98,41.14,51.84,0.5917
eval,Polisher,ratio-soft-k1,70.76,50.54,52.68,0.5513
eval,Polisher,zscore-soft-k1,71.0,49.68,52.05,0.5739
eval,Polisher,conf-hard-m0-k1,69.52,54.92,54.05,0.5081
eval,Polisher,conf-hard-m10-k1,71.96,49.94,54.05,0.5154
eval,Polisher,conf-hard-m30-k1,73.3,46.0,53.89,0.5677
eval,Polisher,conf-hard-m100-k1,74.32,42.6,52.47,0.5871
eval,Polisher,conf-hard-m300-k1,74.86,41.3,52.32,0.5905
eval,Polisher,ratio-hard-k1,69.24,54.68,54.05,0.5491
eval,Polisher,zscore-hard-k1,69.86,53.1,54.05,0.5693
eval,Polisher,raw-k2,74.74,39.5,51.63,0.6998
eval,Polisher,conf-soft-m0-k2,67.82,53.92,52.42,0.5113
eval,Polisher,conf-soft-m10-k2,71.06,48.16,52.21,0.6036
eval,Polisher,conf-soft-m30-k2,72.58,44.24,51.37,0.6527
eval,Polisher,conf-soft-m100-k2,73.74,41.48,51.47,0.6824
eval,Polisher,conf-soft-m300-k2,74.28,40.24,51.26,0.6933
eval,Polisher,ratio-soft-k2,69.68,51.24,52.21,0.5093
eval,Polisher,zscore-soft-k2,70.06,49.62,51.32,0.5477
eval,Polisher,conf-hard-m0-k2,67.72,55.96,53.32,0.4925
eval,Polisher,conf-hard-m10-k2,70.94,50.14,53.32,0.5853
eval,Polisher,conf-hard-m30-k2,72.62,45.82,53.32,0.6388
eval,Polisher,conf-hard-m100-k2,73.74,42.32,52.26,0.6764
eval,Polisher,conf-hard-m300-k2,74.32,40.62,51.84,0.6909
eval,Polisher,ratio-hard-k2,67.12,57.14,53.32,0.5063
eval,Polisher,zscore-hard-k2,68.48,54.56,53.32,0.5376
eval,Polisher,raw-k4,73.36,36.54,50.84,0.7055
eval,Polisher,conf-soft-m0-k4,66.4,52.7,51.68,0.5218
eval,Polisher,conf-soft-m10-k4,69.52,46.28,51.63,0.6337
eval,Polisher,conf-soft-m30-k4,71.24,42.32,51.42,0.6788
eval,Polisher,conf-soft-m100-k4,72.46,38.92,51.47,0.6974
eval,Polisher,conf-soft-m300-k4,72.96,37.7,51.47,0.7024
eval,Polisher,ratio-soft-k4,68.48,49.4,52.16,0.542
eval,Polisher,zscore-soft-k4,69.18,47.64,51.47,0.5527
eval,Polisher,conf-hard-m0-k4,65.94,55.68,52.89,0.4756
eval,Polisher,conf-hard-m10-k4,69.46,49.46,52.89,0.6121
eval,Polisher,conf-hard-m30-k4,71.14,44.32,52.89,0.6608
eval,Polisher,conf-hard-m100-k4,72.46,39.96,51.89,0.6899
eval,Polisher,conf-hard-m300-k4,72.98,38.36,51.74,0.7
eval,Polisher,ratio-hard-k4,65.52,56.74,52.89,0.4733
eval,Polisher,zscore-hard-k4,67.08,52.78,52.89,0.5285
eval,Polisher,ldn-ratio-K1,76.48,52.18,55.26,0.4844
eval,Polisher,ldn-ratio-K16,73.8,57.6,57.32,0.4638
eval,Polisher,ldn-diff-K1,76.4,49.78,52.42,0.5535
eval,Polisher,ldn-diff-K16,56.88,41.1,51.32,0.3251
eval,Polisher,conf-soft-m0-ldnK1,76.86,52.08,55.16,0.4749
eval,Polisher,conf-soft-m30-ldnK1,76.9,52.02,55.26,0.4788
eval,ScrewFeeder,raw-k1,80.08,88.7,72.0,0.5465
eval,ScrewFeeder,conf-soft-m0-k1,81.92,90.74,75.26,0.4349
eval,ScrewFeeder,conf-soft-m10-k1,81.1,89.88,74.26,0.5103
eval,ScrewFeeder,conf-soft-m30-k1,80.72,89.34,72.95,0.5285
eval,ScrewFeeder,conf-soft-m100-k1,80.42,88.96,72.42,0.5386
eval,ScrewFeeder,conf-soft-m300-k1,80.32,88.9,72.42,0.5432
eval,ScrewFeeder,ratio-soft-k1,81.56,90.52,74.11,0.4541
eval,ScrewFeeder,zscore-soft-k1,81.36,90.18,73.89,0.4529
eval,ScrewFeeder,conf-hard-m0-k1,79.8,87.82,70.68,0.4414
eval,ScrewFeeder,conf-hard-m10-k1,80.4,88.58,70.84,0.4727
eval,ScrewFeeder,conf-hard-m30-k1,80.54,88.8,71.63,0.5143
eval,ScrewFeeder,conf-hard-m100-k1,80.26,88.72,71.89,0.5343
eval,ScrewFeeder,conf-hard-m300-k1,80.1,88.74,71.95,0.5408
eval,ScrewFeeder,ratio-hard-k1,80.54,88.32,71.68,0.4436
eval,ScrewFeeder,zscore-hard-k1,80.54,88.56,71.68,0.4905
eval,ScrewFeeder,raw-k2,80.52,89.2,72.42,0.596
eval,ScrewFeeder,conf-soft-m0-k2,82.48,91.32,75.05,0.4509
eval,ScrewFeeder,conf-soft-m10-k2,81.98,90.46,73.84,0.556
eval,ScrewFeeder,conf-soft-m30-k2,81.38,89.9,73.11,0.5778
eval,ScrewFeeder,conf-soft-m100-k2,80.82,89.52,72.47,0.5889
eval,ScrewFeeder,conf-soft-m300-k2,80.62,89.34,72.53,0.5929
eval,ScrewFeeder,ratio-soft-k2,82.12,90.82,73.89,0.5293
eval,ScrewFeeder,zscore-soft-k2,81.9,90.62,73.32,0.4994
eval,ScrewFeeder,conf-hard-m0-k2,80.3,88.54,71.16,0.4457
eval,ScrewFeeder,conf-hard-m10-k2,81.06,89.26,71.58,0.5032
eval,ScrewFeeder,conf-hard-m30-k2,81.1,89.44,72.32,0.5675
eval,ScrewFeeder,conf-hard-m100-k2,80.8,89.38,72.42,0.5853
eval,ScrewFeeder,conf-hard-m300-k2,80.58,89.28,72.32,0.5925
eval,ScrewFeeder,ratio-hard-k2,81.1,89.04,72.16,0.4234
eval,ScrewFeeder,zscore-hard-k2,81.28,89.4,72.42,0.5073
eval,ScrewFeeder,raw-k4,80.94,89.66,72.68,0.6481
eval,ScrewFeeder,conf-soft-m0-k4,82.9,91.36,75.95,0.5012
eval,ScrewFeeder,conf-soft-m10-k4,82.46,90.96,75.16,0.5947
eval,ScrewFeeder,conf-soft-m30-k4,81.72,90.56,74.05,0.623
eval,ScrewFeeder,conf-soft-m100-k4,81.2,90.02,73.16,0.6384
eval,ScrewFeeder,conf-soft-m300-k4,81.1,89.8,72.89,0.6444
eval,ScrewFeeder,ratio-soft-k4,82.46,91.22,74.26,0.5574
eval,ScrewFeeder,zscore-soft-k4,82.16,91.08,74.0,0.5345
eval,ScrewFeeder,conf-hard-m0-k4,80.76,89.34,71.63,0.4543
eval,ScrewFeeder,conf-hard-m10-k4,81.56,89.88,72.32,0.5473
eval,ScrewFeeder,conf-hard-m30-k4,81.52,90.0,72.95,0.6044
eval,ScrewFeeder,conf-hard-m100-k4,81.4,89.96,73.42,0.6261
eval,ScrewFeeder,conf-hard-m300-k4,81.06,89.84,72.89,0.6416
eval,ScrewFeeder,ratio-hard-k4,81.66,89.94,72.63,0.4477
eval,ScrewFeeder,zscore-hard-k4,81.78,90.2,73.05,0.4935
eval,ScrewFeeder,ldn-ratio-K1,83.86,94.78,78.05,0.4527
eval,ScrewFeeder,ldn-ratio-K16,83.06,94.06,78.58,0.4875
eval,ScrewFeeder,ldn-diff-K1,83.72,94.08,77.63,0.4642
eval,ScrewFeeder,ldn-diff-K16,56.64,50.3,51.95,0.3297
eval,ScrewFeeder,conf-soft-m0-ldnK1,83.84,94.78,78.05,0.4513
eval,ScrewFeeder,conf-soft-m30-ldnK1,83.84,94.78,78.05,0.4521
eval,ToyPet,raw-k1,80.04,47.12,56.63,0.9166
eval,ToyPet,conf-soft-m0-k1,68.04,63.14,57.89,0.8018
eval,ToyPet,conf-soft-m10-k1,72.54,58.9,59.0,0.8802
eval,ToyPet,conf-soft-m30-k1,75.88,55.16,58.42,0.8998
eval,ToyPet,conf-soft-m100-k1,77.98,52.02,57.89,0.9111
eval,ToyPet,conf-soft-m300-k1,79.14,50.04,57.32,0.9131
eval,ToyPet,ratio-soft-k1,75.52,56.18,58.95,0.8855
eval,ToyPet,zscore-soft-k1,74.88,56.82,58.84,0.8739
eval,ToyPet,conf-hard-m0-k1,72.66,63.48,57.0,0.8899
eval,ToyPet,conf-hard-m10-k1,74.86,59.38,57.0,0.9099
eval,ToyPet,conf-hard-m30-k1,76.62,56.16,57.0,0.9141
eval,ToyPet,conf-hard-m100-k1,78.28,52.48,57.0,0.9164
eval,ToyPet,conf-hard-m300-k1,79.14,51.12,56.95,0.9166
eval,ToyPet,ratio-hard-k1,72.86,63.32,57.0,0.8992
eval,ToyPet,zscore-hard-k1,72.72,63.92,57.0,0.9141
eval,ToyPet,raw-k2,80.16,46.22,57.0,0.899
eval,ToyPet,conf-soft-m0-k2,68.56,62.2,58.95,0.7879
eval,ToyPet,conf-soft-m10-k2,72.7,58.44,59.16,0.8655
eval,ToyPet,conf-soft-m30-k2,75.74,55.28,59.37,0.882
eval,ToyPet,conf-soft-m100-k2,78.06,51.94,58.42,0.8962
eval,ToyPet,conf-soft-m300-k2,79.14,49.58,58.05,0.8986
eval,ToyPet,ratio-soft-k2,75.96,54.94,59.68,0.864
eval,ToyPet,zscore-soft-k2,75.34,55.4,59.53,0.8487
eval,ToyPet,conf-hard-m0-k2,72.78,63.0,57.53,0.8776
eval,ToyPet,conf-hard-m10-k2,75.12,59.48,57.53,0.8925
eval,ToyPet,conf-hard-m30-k2,76.8,56.6,57.53,0.8962
eval,ToyPet,conf-hard-m100-k2,78.26,52.78,57.53,0.8984
eval,ToyPet,conf-hard-m300-k2,79.36,51.34,57.68,0.899
eval,ToyPet,ratio-hard-k2,73.34,62.78,57.53,0.8909
eval,ToyPet,zscore-hard-k2,73.2,63.48,57.53,0.898
eval,ToyPet,raw-k4,79.32,45.56,57.16,0.8877
eval,ToyPet,conf-soft-m0-k4,68.96,59.96,59.26,0.7794
eval,ToyPet,conf-soft-m10-k4,72.9,56.22,59.26,0.8533
eval,ToyPet,conf-soft-m30-k4,75.32,53.54,59.26,0.8721
eval,ToyPet,conf-soft-m100-k4,77.44,50.82,58.32,0.881
eval,ToyPet,conf-soft-m300-k4,78.4,48.62,57.58,0.8848
eval,ToyPet,ratio-soft-k4,75.3,53.88,58.84,0.8455
eval,ToyPet,zscore-soft-k4,74.72,53.78,58.53,0.8295
eval,ToyPet,conf-hard-m0-k4,71.94,62.02,57.58,0.8683
eval,ToyPet,conf-hard-m10-k4,74.58,58.82,57.58,0.8824
eval,ToyPet,conf-hard-m30-k4,76.16,55.84,57.58,0.8853
eval,ToyPet,conf-hard-m100-k4,77.54,52.4,57.68,0.8875
eval,ToyPet,conf-hard-m300-k4,78.54,50.2,57.84,0.8877
eval,ToyPet,ratio-hard-k4,72.66,61.7,57.58,0.8816
eval,ToyPet,zscore-hard-k4,72.92,62.46,57.58,0.8875
eval,ToyPet,ldn-ratio-K1,69.06,72.86,58.68,0.8703
eval,ToyPet,ldn-ratio-K16,73.84,67.94,61.21,0.9101
eval,ToyPet,ldn-diff-K1,72.74,72.1,59.11,0.9261
eval,ToyPet,ldn-diff-K16,53.48,53.22,50.58,0.4539
eval,ToyPet,conf-soft-m0-ldnK1,68.94,72.66,58.68,0.8661
eval,ToyPet,conf-soft-m30-ldnK1,69.1,72.64,58.68,0.8697
eval,ToyRCCar,raw-k1,63.42,56.64,52.26,0.4529
eval,ToyRCCar,conf-soft-m0-k1,61.04,58.62,52.42,0.3889
eval,ToyRCCar,conf-soft-m10-k1,62.24,57.72,52.37,0.4301
eval,ToyRCCar,conf-soft-m30-k1,62.9,57.12,52.32,0.4426
eval,ToyRCCar,conf-soft-m100-k1,63.18,56.8,52.21,0.4483
eval,ToyRCCar,conf-soft-m300-k1,63.28,56.78,52.21,0.4507
eval,ToyRCCar,ratio-soft-k1,62.02,58.62,52.58,0.364
eval,ToyRCCar,zscore-soft-k1,61.66,60.28,52.11,0.3453
eval,ToyRCCar,conf-hard-m0-k1,62.28,58.34,52.26,0.4442
eval,ToyRCCar,conf-hard-m10-k1,62.86,57.16,52.26,0.4533
eval,ToyRCCar,conf-hard-m30-k1,63.22,57.0,52.26,0.4529
eval,ToyRCCar,conf-hard-m100-k1,63.36,56.72,52.26,0.4529
eval,ToyRCCar,conf-hard-m300-k1,63.42,56.72,52.26,0.4529
eval,ToyRCCar,ratio-hard-k1,62.52,57.9,52.26,0.4444
eval,ToyRCCar,zscore-hard-k1,62.18,58.78,52.26,0.4289
eval,ToyRCCar,raw-k2,64.58,56.54,52.74,0.4646
eval,ToyRCCar,conf-soft-m0-k2,62.54,59.12,52.84,0.3903
eval,ToyRCCar,conf-soft-m10-k2,63.66,57.66,52.74,0.4347
eval,ToyRCCar,conf-soft-m30-k2,64.08,57.16,52.79,0.4503
eval,ToyRCCar,conf-soft-m100-k2,64.48,56.68,52.74,0.4586
eval,ToyRCCar,conf-soft-m300-k2,64.58,56.6,52.74,0.4618
eval,ToyRCCar,ratio-soft-k2,62.62,59.08,52.79,0.3513
eval,ToyRCCar,zscore-soft-k2,62.56,59.88,52.68,0.3515
eval,ToyRCCar,conf-hard-m0-k2,63.14,58.44,52.74,0.4432
eval,ToyRCCar,conf-hard-m10-k2,64.0,57.48,52.74,0.4604
eval,ToyRCCar,conf-hard-m30-k2,64.3,57.14,52.74,0.4632
eval,ToyRCCar,conf-hard-m100-k2,64.52,56.72,52.74,0.4632
eval,ToyRCCar,conf-hard-m300-k2,64.56,56.58,52.74,0.4632
eval,ToyRCCar,ratio-hard-k2,62.98,58.24,52.74,0.4497
eval,ToyRCCar,zscore-hard-k2,62.7,58.74,52.74,0.4261
eval,ToyRCCar,raw-k4,65.48,56.02,53.05,0.463
eval,ToyRCCar,conf-soft-m0-k4,63.7,59.04,53.37,0.3848
eval,ToyRCCar,conf-soft-m10-k4,64.84,57.48,53.16,0.4335
eval,ToyRCCar,conf-soft-m30-k4,65.28,56.92,53.11,0.4527
eval,ToyRCCar,conf-soft-m100-k4,65.42,56.34,53.16,0.4592
eval,ToyRCCar,conf-soft-m300-k4,65.46,56.2,53.0,0.4612
eval,ToyRCCar,ratio-soft-k4,64.08,58.96,53.11,0.3451
eval,ToyRCCar,zscore-soft-k4,63.38,59.42,53.11,0.3483
eval,ToyRCCar,conf-hard-m0-k4,64.02,57.9,53.05,0.4406
eval,ToyRCCar,conf-hard-m10-k4,64.72,57.16,53.05,0.4503
eval,ToyRCCar,conf-hard-m30-k4,65.12,56.78,53.05,0.4566
eval,ToyRCCar,conf-hard-m100-k4,65.42,56.32,53.05,0.4626
eval,ToyRCCar,conf-hard-m300-k4,65.46,56.2,53.05,0.4626
eval,ToyRCCar,ratio-hard-k4,63.72,57.72,53.05,0.4444
eval,ToyRCCar,zscore-hard-k4,63.48,58.14,53.05,0.4287
eval,ToyRCCar,ldn-ratio-K1,58.58,44.44,51.58,0.3345
eval,ToyRCCar,ldn-ratio-K16,53.36,54.66,52.53,0.3774
eval,ToyRCCar,ldn-diff-K1,58.66,45.04,52.32,0.3388
eval,ToyRCCar,ldn-diff-K16,52.76,65.76,54.42,0.6016
eval,ToyRCCar,conf-soft-m0-ldnK1,58.82,44.18,51.63,0.3523
eval,ToyRCCar,conf-soft-m30-ldnK1,58.88,44.02,51.63,0.3497
